timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,vel_ned_valid,satellites_used
31824000,0,473977419,85455939,488097,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,5.3792953,0,nan,nan,3,0,10
32124000,0,473977419,85455939,488093,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,-0.01,0.02,0.01,2.1095173,0,nan,nan,3,0,10
32324000,0,473977419,85455940,488100,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.01,-0.01,0.02,5.3082623,0,nan,nan,3,0,10
32532000,0,473977419,85455939,488089,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,-0.01,0.0,0.049999997,3.628258,0,nan,nan,3,0,10
32736000,0,473977419,85455940,488078,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,-0.01,-0.01,0.0,3.7062721,0,nan,nan,3,0,10
32940000,0,473977419,85455940,488080,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.02,5.8671007,0,nan,nan,3,0,10
33044000,0,473977419,85455940,488085,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.01,0.02,0.02,1.1412371,0,nan,nan,3,0,10
33248000,0,473977420,85455940,488082,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.01,4.034908,0,nan,nan,3,0,10
33552000,0,473977420,85455940,488085,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,-0.01,0.02,0.0,2.1330786,0,nan,nan,3,0,10
33752000,0,473977420,85455939,488078,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.03,3.6820126,0,nan,nan,3,0,10
33952000,0,473977420,85455940,488079,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.01,-0.049999997,1.6255518,0,nan,nan,3,0,10
